order_id,customer_id,product_id,order_date,quantity,unit_price,unit_cost,category,region
ORD003396,CUST03753,PROD0131,2025-03-10,2,4017,2564,Home,South
ORD003397,CUST04676,PROD0317,2025-12-27,1,1593,1221,Beauty,South
ORD003398,CUST01891,PROD0450,2025-12-04,4,3035,2272,Sports,South
ORD003399,CUST01276,PROD0056,2025-01-23,2,3807,2558,Beauty,East
ORD003400,CUST02744,PROD0378,2025-01-14,3,2696,2282,Fashion,South
ORD003401,CUST02494,PROD0238,2025-06-29,3,1155,799,Beauty,North
ORD003402,CUST00357,PROD0026,2025-03-28,5,4755,2423,Sports,South
ORD003403,CUST00870,PROD0342,2025-02-17,2,4496,2483,Fashion,North
ORD003404,CUST00886,PROD0245,2025-12-21,1,4684,2727,Home,North
ORD003405,CUST02002,PROD0209,2025-11-09,4,1471,1134,Electronics,East
ORD003406,CUST01284,PROD0290,2025-06-10,3,4318,2682,Fashion,West
ORD003407,CUST00620,PROD0498,2025-10-21,5,4435,2608,Fashion,North
ORD003408,CUST00883,PROD0183,2025-01-06,1,2885,1781,Fashion,West
ORD003409,CUST00797,PROD0207,2025-05-29,3,1527,1044,Electronics,South
ORD003410,CUST03643,PROD0204,2025-01-27,2,1891,1027,Sports,North
ORD003411,CUST03426,PROD0400,2025-11-21,5,3557,2103,Fashion,North
ORD003412,CUST01297,PROD0208,2025-05-14,5,4419,2231,Home,North
ORD003413,CUST04715,PROD0423,2025-10-23,1,2821,1854,Sports,West
ORD003414,CUST00245,PROD0390,2025-06-02,5,4079,3370,Home,North
ORD003415,CUST02896,PROD0366,2025-11-21,3,1036,714,Electronics,South
ORD003416,CUST00930,PROD0072,2025-07-09,1,4851,3748,Home,East
ORD003417,CUST00520,PROD0436,2025-03-20,3,3682,1955,Beauty,West
ORD003418,CUST03213,PROD0409,2025-02-15,3,1444,1179,Beauty,East
ORD003419,CUST02410,PROD0312,2025-03-02,2,821,632,Electronics,North
ORD003420,CUST00008,PROD0339,2025-03-22,5,4876,3994,Sports,West
ORD003421,CUST02526,PROD0147,2025-09-30,2,708,588,Electronics,East
ORD003422,CUST03424,PROD0204,2025-02-17,4,1598,932,Sports,West
ORD003423,CUST02020,PROD0457,2025-02-02,4,2860,2058,Beauty,South
ORD003424,CUST04591,PROD0489,2025-01-18,2,2328,1809,Beauty,East
ORD003425,CUST04283,PROD0349,2025-02-05,4,3417,2896,Beauty,West
ORD003426,CUST03668,PROD0411,2025-11-06,4,2074,1650,Fashion,West
ORD003427,CUST03672,PROD0133,2025-03-30,2,452,372,Beauty,West
ORD003428,CUST02802,PROD0282,2025-12-21,2,3965,3326,Home,North
ORD003429,CUST00086,PROD0414,2025-12-31,2,4689,3344,Electronics,West
ORD003430,CUST03116,PROD0078,2025-05-28,4,4169,2669,Sports,East
ORD003431,CUST04233,PROD0097,2025-04-10,5,557,388,Beauty,East
ORD003432,CUST02469,PROD0163,2025-12-29,3,4842,3191,Electronics,North
ORD003433,CUST03620,PROD0331,2025-01-31,3,4034,2078,Fashion,North
ORD003434,CUST01637,PROD0437,2025-01-21,5,2884,1870,Beauty,South
ORD003435,CUST03584,PROD0196,2025-05-08,2,1935,1113,Electronics,North
ORD003436,CUST04010,PROD0116,2025-12-23,1,2068,1499,Sports,East
ORD003437,CUST03327,PROD0161,2025-10-17,1,233,157,Beauty,South
ORD003438,CUST02219,PROD0255,2025-08-18,2,2643,1339,Home,West
ORD003439,CUST02218,PROD0070,2025-07-04,3,2736,1501,Beauty,North
ORD003440,CUST04968,PROD0412,2025-06-14,1,2123,1673,Electronics,West
ORD003441,CUST02370,PROD0202,2025-09-14,5,3004,1905,Fashion,South
ORD003442,CUST03639,PROD0036,2025-02-26,1,3432,2023,Beauty,West
ORD003443,CUST02504,PROD0305,2025-11-07,5,4929,3982,Home,East
ORD003444,CUST00944,PROD0218,2025-06-08,1,3945,2254,Fashion,West
ORD003445,CUST02838,PROD0478,2025-01-23,3,4556,3721,Home,South
ORD003446,CUST02661,PROD0470,2025-04-17,2,497,362,Fashion,South
ORD003447,CUST02937,PROD0309,2025-04-12,1,4806,2436,Beauty,North
ORD003448,CUST04445,PROD0197,2025-11-27,1,2334,1948,Electronics,East
ORD003449,CUST03948,PROD0386,2025-10-31,2,3092,2016,Fashion,West
ORD003450,CUST01677,PROD0481,2025-12-23,5,1598,1173,Fashion,East
ORD003451,CUST01197,PROD0336,2025-04-09,1,3047,1895,Sports,East
ORD003452,CUST04106,PROD0327,2025-05-10,4,1674,961,Beauty,South
ORD003453,CUST02788,PROD0192,2025-09-08,5,452,316,Beauty,North
ORD003454,CUST01462,PROD0277,2025-08-13,5,2102,1061,Home,East
ORD003455,CUST03319,PROD0291,2025-10-23,5,359,255,Electronics,North
ORD003456,CUST00667,PROD0430,2025-12-25,4,4687,2579,Electronics,South
ORD003457,CUST02177,PROD0086,2025-04-20,4,3497,2331,Beauty,East
ORD003458,CUST03744,PROD0371,2025-01-09,3,562,331,Sports,East
ORD003459,CUST00601,PROD0432,2025-05-02,3,582,302,Electronics,North
ORD003460,CUST02653,PROD0022,2025-10-26,3,4664,3319,Home,North
ORD003461,CUST04423,PROD0134,2025-12-19,2,4179,2971,Beauty,East
ORD003462,CUST03825,PROD0376,2025-02-20,4,2963,1950,Sports,North
ORD003463,CUST03907,PROD0161,2025-08-01,2,4647,2376,Electronics,North
ORD003464,CUST00980,PROD0295,2025-02-19,2,3848,2175,Sports,East
ORD003465,CUST02452,PROD0043,2025-12-09,4,878,508,Fashion,North
ORD003466,CUST00629,PROD0409,2025-07-23,4,381,241,Sports,West
ORD003467,CUST01630,PROD0402,2025-05-30,3,3597,2463,Fashion,North
ORD003468,CUST03697,PROD0041,2025-04-02,1,1208,892,Home,South
ORD003469,CUST03431,PROD0384,2025-04-01,2,2681,1358,Electronics,East
ORD003470,CUST03675,PROD0374,2025-01-10,4,3320,1746,Fashion,North
ORD003471,CUST03930,PROD0291,2025-07-29,4,278,209,Fashion,North
ORD003472,CUST02766,PROD0280,2025-07-14,3,3272,2229,Beauty,East
ORD003473,CUST04370,PROD0183,2025-01-30,3,3415,1833,Electronics,North
ORD003474,CUST04781,PROD0252,2025-05-30,2,3626,2567,Electronics,South
ORD003475,CUST00116,PROD0360,2025-04-02,1,2175,1644,Fashion,North
ORD003476,CUST04957,PROD0040,2025-07-20,1,4640,2667,Fashion,South
ORD003477,CUST02004,PROD0087,2025-12-30,5,784,414,Beauty,South
ORD003478,CUST00693,PROD0225,2025-10-24,5,4534,3004,Fashion,South
ORD003479,CUST03163,PROD0285,2025-05-24,3,3499,2103,Home,East
ORD003480,CUST01106,PROD0138,2025-03-10,2,3887,3083,Beauty,South
ORD003481,CUST03009,PROD0335,2025-05-22,5,4769,3124,Beauty,West
ORD003482,CUST02162,PROD0138,2025-01-14,2,2225,1304,Fashion,West
ORD003483,CUST00154,PROD0474,2025-06-24,1,2121,1435,Sports,North
ORD003484,CUST03700,PROD0488,2025-09-29,3,3234,2084,Fashion,West
ORD003485,CUST04411,PROD0064,2025-12-25,2,2266,1486,Fashion,South
ORD003486,CUST03787,PROD0117,2025-02-12,1,4016,3167,Fashion,North
ORD003487,CUST01065,PROD0413,2025-03-09,1,1315,731,Home,North
ORD003488,CUST04201,PROD0098,2025-09-12,2,4825,3829,Sports,East
ORD003489,CUST01914,PROD0146,2025-05-22,2,2405,1753,Sports,West
ORD003490,CUST01217,PROD0386,2025-02-10,5,257,189,Beauty,North
ORD003491,CUST02402,PROD0409,2025-03-28,5,872,486,Home,South
ORD003492,CUST01773,PROD0085,2025-11-25,4,526,399,Electronics,East
ORD003493,CUST01961,PROD0051,2025-03-16,1,2418,1234,Electronics,West
ORD003494,CUST02781,PROD0095,2025-01-19,4,485,350,Home,South
ORD003495,CUST04805,PROD0278,2025-09-25,5,4384,2569,Fashion,East
ORD003496,CUST04747,PROD0009,2025-10-30,1,404,230,Electronics,West
ORD003497,CUST02872,PROD0347,2025-04-08,2,3538,2148,Fashion,South
ORD003498,CUST00661,PROD0089,2025-05-20,1,1802,1507,Home,North
ORD003499,CUST02636,PROD0089,2025-05-11,2,3054,1962,Fashion,North
ORD003500,CUST02330,PROD0219,2025-07-05,3,1155,803,Home,East
ORD003501,CUST03955,PROD0330,2025-06-23,2,4828,3649,Beauty,South
ORD003502,CUST02451,PROD0350,2025-06-28,1,1443,1145,Electronics,West
ORD003503,CUST01133,PROD0379,2025-12-21,5,4316,2481,Fashion,West
ORD003504,CUST00700,PROD0388,2025-01-15,2,3623,2238,Beauty,East
ORD003505,CUST02039,PROD0405,2025-10-26,4,4863,3779,Electronics,North
ORD003506,CUST04648,PROD0380,2025-09-22,3,3921,2099,Home,East
ORD003507,CUST04501,PROD0286,2025-12-14,3,1347,963,Home,South
ORD003508,CUST04558,PROD0161,2025-12-15,2,3387,2814,Home,North
ORD003509,CUST02180,PROD0043,2025-02-08,4,4400,3249,Electronics,North
ORD003510,CUST02839,PROD0474,2025-08-19,4,2446,1294,Beauty,North
ORD003511,CUST00874,PROD0246,2025-11-20,1,4745,2541,Home,East
ORD003512,CUST00084,PROD0258,2025-02-26,3,4452,2680,Sports,North
ORD003513,CUST01423,PROD0343,2025-09-20,2,2483,2067,Beauty,North
ORD003514,CUST02676,PROD0159,2025-01-02,4,4715,2468,Home,North
ORD003515,CUST03181,PROD0132,2025-02-23,2,2823,2072,Beauty,West
ORD003516,CUST04317,PROD0047,2025-02-28,1,4075,3025,Home,North
ORD003517,CUST03976,PROD0340,2025-12-21,2,1458,1177,Electronics,East
ORD003518,CUST01392,PROD0089,2025-04-04,2,1829,987,Sports,East
ORD003519,CUST03219,PROD0045,2025-08-01,4,3346,1807,Fashion,North
ORD003520,CUST04208,PROD0321,2025-02-27,4,290,212,Home,South
ORD003521,CUST00615,PROD0194,2025-08-05,4,3789,2911,Electronics,West
ORD003522,CUST02972,PROD0006,2025-05-21,5,4056,3321,Beauty,North
ORD003523,CUST03566,PROD0263,2025-11-23,1,4408,3226,Home,North
ORD003524,CUST03577,PROD0435,2025-07-31,4,1332,1024,Fashion,South
ORD003525,CUST04571,PROD0196,2025-10-28,5,2353,1942,Sports,West
ORD003526,CUST00271,PROD0018,2025-05-13,1,1237,818,Fashion,South
ORD003527,CUST04067,PROD0375,2025-06-15,1,2706,1952,Sports,South
ORD003528,CUST02469,PROD0297,2025-08-20,3,1005,771,Fashion,East
ORD003529,CUST01391,PROD0107,2025-01-25,4,4704,2555,Beauty,South
ORD003530,CUST03355,PROD0069,2025-12-04,3,4740,3895,Sports,North
ORD003531,CUST04136,PROD0025,2025-07-19,5,3124,2054,Home,East
ORD003532,CUST03608,PROD0056,2025-11-29,5,3305,1791,Beauty,North
ORD003533,CUST02584,PROD0001,2025-02-17,5,1248,1060,Beauty,South
ORD003534,CUST04074,PROD0482,2025-02-21,2,1164,707,Electronics,West
ORD003535,CUST03076,PROD0183,2025-03-01,1,1344,968,Beauty,North
ORD003536,CUST03907,PROD0387,2025-10-06,2,2162,1563,Home,South
ORD003537,CUST00290,PROD0054,2025-11-04,4,2082,1289,Sports,East
ORD003538,CUST02481,PROD0081,2025-12-08,3,3311,2093,Fashion,East
ORD003539,CUST03253,PROD0160,2025-08-27,2,2140,1204,Fashion,South
ORD003540,CUST00279,PROD0472,2025-10-05,5,3731,2438,Electronics,North
ORD003541,CUST02925,PROD0386,2025-01-25,3,3715,2554,Fashion,South
ORD003542,CUST00581,PROD0449,2025-07-02,5,663,531,Electronics,North
ORD003543,CUST04959,PROD0226,2025-08-27,1,1053,760,Electronics,West
ORD003544,CUST00254,PROD0264,2025-03-05,5,2770,2347,Beauty,South
ORD003545,CUST04277,PROD0109,2025-11-17,5,1024,689,Beauty,North
ORD003546,CUST04777,PROD0442,2025-01-04,1,2524,1710,Beauty,West
ORD003547,CUST00825,PROD0494,2025-11-04,4,3126,1732,Electronics,East
ORD003548,CUST03833,PROD0309,2025-04-27,4,1747,1310,Sports,West
ORD003549,CUST00700,PROD0044,2025-02-22,2,900,707,Fashion,North
ORD003550,CUST01381,PROD0201,2025-01-26,1,1679,1314,Fashion,North
ORD003551,CUST03897,PROD0284,2025-04-10,4,1936,1487,Sports,North
ORD003552,CUST01674,PROD0147,2025-07-26,1,3698,2114,Beauty,South
ORD003553,CUST02728,PROD0440,2025-08-07,3,3510,2453,Fashion,North
ORD003554,CUST03157,PROD0404,2025-01-14,4,877,528,Fashion,South
ORD003555,CUST03389,PROD0199,2025-03-01,5,3835,3256,Home,West
ORD003556,CUST04308,PROD0234,2025-06-02,2,2560,1685,Beauty,West
ORD003557,CUST00384,PROD0184,2025-02-23,4,4929,2649,Fashion,North
ORD003558,CUST00342,PROD0035,2025-09-12,4,2315,1657,Sports,West
ORD003559,CUST01988,PROD0403,2025-01-21,3,3575,2692,Electronics,East
ORD003560,CUST04060,PROD0209,2025-02-04,1,680,472,Sports,South
ORD003561,CUST04940,PROD0360,2025-06-29,5,3511,2467,Electronics,South
ORD003562,CUST03110,PROD0063,2025-06-03,5,314,180,Beauty,West
ORD003563,CUST04083,PROD0082,2025-05-23,3,3592,2149,Sports,West
ORD003564,CUST04516,PROD0263,2025-01-05,1,2040,1317,Home,East
ORD003565,CUST02799,PROD0255,2025-06-10,2,1875,1245,Fashion,West
ORD003566,CUST03241,PROD0411,2025-05-01,1,2755,1522,Home,East
ORD003567,CUST01989,PROD0039,2025-07-28,5,2162,1109,Sports,West
ORD003568,CUST03415,PROD0286,2025-06-21,2,4921,3858,Electronics,East
ORD003569,CUST01850,PROD0023,2025-10-03,5,1713,1436,Home,North
ORD003570,CUST00306,PROD0084,2025-08-22,4,2810,2064,Home,East
ORD003571,CUST03614,PROD0407,2025-11-08,5,3663,2719,Electronics,North
ORD003572,CUST02750,PROD0474,2025-11-18,3,1289,705,Fashion,North
ORD003573,CUST04965,PROD0496,2025-04-29,4,2297,1237,Beauty,North
ORD003574,CUST01136,PROD0303,2025-01-08,1,3100,1610,Sports,North
ORD003575,CUST00206,PROD0206,2025-12-05,4,1172,868,Beauty,West
ORD003576,CUST04592,PROD0432,2025-03-05,1,299,206,Home,West
ORD003577,CUST03451,PROD0095,2025-06-06,1,3909,2857,Fashion,West
ORD003578,CUST03812,PROD0475,2025-05-27,3,1879,1180,Home,South
ORD003579,CUST03623,PROD0063,2025-05-17,2,2922,2054,Sports,South
ORD003580,CUST03600,PROD0376,2025-03-13,5,311,177,Sports,West
ORD003581,CUST02552,PROD0137,2025-01-15,4,1180,773,Fashion,South
ORD003582,CUST04309,PROD0151,2025-11-20,3,1440,1023,Sports,North
ORD003583,CUST00310,PROD0117,2025-11-15,3,1728,1087,Electronics,East
ORD003584,CUST02709,PROD0191,2025-04-01,4,3329,2308,Sports,West
ORD003585,CUST01992,PROD0202,2025-10-30,2,1342,677,Home,North
ORD003586,CUST00272,PROD0431,2025-09-26,5,2791,1644,Fashion,West
ORD003587,CUST03643,PROD0250,2025-04-09,3,2163,1306,Sports,East
ORD003588,CUST04087,PROD0087,2025-10-29,1,4611,2976,Fashion,North
ORD003589,CUST01823,PROD0074,2025-10-19,2,523,409,Home,East
ORD003590,CUST03274,PROD0322,2025-01-10,5,4683,3373,Beauty,North
ORD003591,CUST04539,PROD0037,2025-01-23,4,2335,1869,Sports,South
ORD003592,CUST04350,PROD0125,2025-10-06,3,3440,2131,Fashion,East
ORD003593,CUST00521,PROD0488,2025-03-09,5,4501,2612,Sports,South
ORD003594,CUST00977,PROD0486,2025-05-13,3,3103,2510,Beauty,West
ORD003595,CUST03723,PROD0166,2025-01-04,5,3258,2302,Home,North
ORD003596,CUST03552,PROD0001,2025-04-15,1,2470,1424,Beauty,South
ORD003597,CUST04106,PROD0432,2025-08-13,5,3111,1595,Sports,East
ORD003598,CUST02774,PROD0338,2025-08-28,1,3733,2570,Fashion,East
ORD003599,CUST02553,PROD0291,2025-08-20,4,3726,2583,Home,East
ORD003600,CUST02833,PROD0071,2025-04-28,2,424,321,Electronics,South
ORD003601,CUST03908,PROD0108,2025-01-18,5,317,170,Beauty,East
ORD003602,CUST00153,PROD0490,2025-11-10,3,898,492,Home,West
ORD003603,CUST02965,PROD0086,2025-05-06,4,2273,1656,Fashion,South
ORD003604,CUST02917,PROD0181,2025-11-14,5,4949,3649,Fashion,South
ORD003605,CUST02801,PROD0025,2025-07-18,4,954,591,Sports,West
ORD003606,CUST01753,PROD0298,2025-04-14,4,1141,900,Electronics,East
ORD003607,CUST02611,PROD0151,2025-04-22,4,264,137,Sports,West
ORD003608,CUST03876,PROD0265,2025-01-14,4,3467,2471,Beauty,South
ORD003609,CUST01105,PROD0411,2025-09-23,3,3117,2236,Fashion,South
ORD003610,CUST02537,PROD0203,2025-04-15,1,507,414,Home,North
ORD003611,CUST04991,PROD0051,2025-10-22,1,3958,2468,Beauty,South
ORD003612,CUST04200,PROD0475,2025-08-17,3,3488,2069,Fashion,East
ORD003613,CUST03855,PROD0488,2025-06-23,4,2574,1455,Electronics,North
ORD003614,CUST03495,PROD0220,2025-04-17,3,464,385,Beauty,East
ORD003615,CUST01915,PROD0057,2025-10-20,4,382,317,Fashion,West
ORD003616,CUST03073,PROD0082,2025-08-27,4,317,243,Home,North
ORD003617,CUST01007,PROD0164,2025-01-03,2,959,645,Beauty,North
ORD003618,CUST00407,PROD0418,2025-09-05,1,2497,1997,Sports,North
ORD003619,CUST00167,PROD0269,2025-05-15,3,3502,1812,Beauty,East
ORD003620,CUST00509,PROD0183,2025-11-23,5,3462,2683,Beauty,West
ORD003621,CUST01662,PROD0430,2025-09-02,4,2492,1869,Beauty,North
ORD003622,CUST03665,PROD0180,2025-02-21,5,285,191,Sports,South
ORD003623,CUST03490,PROD0478,2025-02-07,2,3331,2700,Fashion,North
ORD003624,CUST04859,PROD0284,2025-03-04,1,2653,1703,Fashion,South
ORD003625,CUST00681,PROD0086,2025-11-16,4,2415,1777,Fashion,South
ORD003626,CUST02525,PROD0472,2025-01-06,5,1032,710,Fashion,North
ORD003627,CUST02121,PROD0111,2025-07-21,2,4405,3736,Beauty,West
ORD003628,CUST04678,PROD0158,2025-05-08,1,388,226,Home,South
ORD003629,CUST04358,PROD0045,2025-11-04,5,1976,1671,Beauty,West
ORD003630,CUST01364,PROD0038,2025-05-02,3,576,484,Fashion,North
ORD003631,CUST01332,PROD0020,2025-05-02,4,2727,2011,Fashion,North
ORD003632,CUST02293,PROD0454,2025-06-21,2,4046,2997,Sports,East
ORD003633,CUST01539,PROD0097,2025-11-16,5,1155,807,Beauty,North
ORD003634,CUST03409,PROD0431,2025-09-04,3,3093,1703,Fashion,North
ORD003635,CUST00561,PROD0358,2025-10-10,5,871,649,Beauty,South
ORD003636,CUST01100,PROD0059,2025-04-19,2,4134,2339,Electronics,South
ORD003637,CUST01904,PROD0463,2025-07-12,4,3631,2856,Electronics,West
ORD003638,CUST00175,PROD0463,2025-12-07,1,3461,2598,Home,North
ORD003639,CUST02157,PROD0224,2025-06-14,1,1794,1278,Home,South
ORD003640,CUST02231,PROD0398,2025-09-08,1,4039,3093,Home,West
ORD003641,CUST04288,PROD0298,2025-12-14,2,4913,3469,Electronics,North
ORD003642,CUST04161,PROD0189,2025-02-18,1,2848,1557,Sports,South
ORD003643,CUST03921,PROD0059,2025-11-07,4,2197,1750,Beauty,West
ORD003644,CUST01498,PROD0008,2025-02-08,2,1516,1259,Home,West
ORD003645,CUST03855,PROD0484,2025-06-13,5,3380,2743,Beauty,West
ORD003646,CUST03172,PROD0313,2025-07-13,5,1353,790,Fashion,North
ORD003647,CUST01568,PROD0406,2025-03-09,2,4784,3300,Fashion,West
ORD003648,CUST01152,PROD0102,2025-09-15,4,3093,1569,Home,East
ORD003649,CUST00369,PROD0340,2025-11-17,2,2023,1281,Electronics,North
ORD003650,CUST04947,PROD0472,2025-04-14,2,3954,3223,Beauty,West
ORD003651,CUST00043,PROD0021,2025-10-01,5,1882,1461,Fashion,North
ORD003652,CUST01908,PROD0384,2025-06-18,2,3638,2730,Fashion,South
ORD003653,CUST03491,PROD0412,2025-12-20,4,4382,2315,Sports,East
ORD003654,CUST02536,PROD0305,2025-08-07,1,4074,2868,Beauty,North
ORD003655,CUST04174,PROD0407,2025-05-03,4,1753,1193,Sports,West
ORD003656,CUST02874,PROD0216,2025-08-16,4,2452,2021,Beauty,East
ORD003657,CUST01825,PROD0310,2025-06-16,5,273,217,Home,South
ORD003658,CUST01294,PROD0231,2025-06-03,1,3471,2072,Home,West
ORD003659,CUST04770,PROD0236,2025-04-14,3,4763,3738,Fashion,North
ORD003660,CUST04797,PROD0151,2025-01-03,2,2274,1909,Beauty,West
ORD003661,CUST04855,PROD0068,2025-06-26,1,408,297,Fashion,South
ORD003662,CUST03387,PROD0046,2025-01-28,5,2813,2159,Home,North
ORD003663,CUST02973,PROD0452,2025-05-24,2,280,219,Beauty,North
ORD003664,CUST03923,PROD0222,2025-05-03,5,1676,1036,Home,East
ORD003665,CUST04998,PROD0240,2025-04-26,2,4118,3478,Home,North
ORD003666,CUST00993,PROD0156,2025-01-22,5,3396,2429,Electronics,West
ORD003667,CUST02387,PROD0095,2025-12-02,5,773,573,Beauty,South
ORD003668,CUST02241,PROD0097,2025-04-07,5,2597,2033,Beauty,North
ORD003669,CUST01477,PROD0306,2025-11-29,2,4960,3687,Sports,North
ORD003670,CUST03408,PROD0083,2025-02-18,3,4364,2212,Fashion,North
ORD003671,CUST00390,PROD0245,2025-10-11,1,2029,1437,Beauty,East
ORD003672,CUST01000,PROD0063,2025-08-24,2,4175,3457,Sports,North
ORD003673,CUST04621,PROD0010,2025-03-05,3,2170,1381,Sports,North
ORD003674,CUST01856,PROD0089,2025-07-07,1,1100,861,Beauty,East
ORD003675,CUST00659,PROD0165,2025-07-13,2,513,386,Home,West
ORD003676,CUST02764,PROD0397,2025-01-26,1,2040,1277,Fashion,East
ORD003677,CUST03664,PROD0326,2025-06-19,3,4182,3300,Beauty,East
ORD003678,CUST04987,PROD0286,2025-04-18,5,2089,1116,Sports,East
ORD003679,CUST01482,PROD0215,2025-10-04,4,2522,2112,Home,East
ORD003680,CUST03732,PROD0484,2025-10-15,1,1950,1268,Home,East
ORD003681,CUST00452,PROD0336,2025-07-17,2,3214,1765,Fashion,South
ORD003682,CUST02476,PROD0072,2025-07-16,4,1335,1054,Home,South
ORD003683,CUST03223,PROD0208,2025-01-24,1,3328,2382,Sports,West
ORD003684,CUST01538,PROD0139,2025-09-12,1,4719,2672,Beauty,South
ORD003685,CUST03094,PROD0246,2025-03-06,4,1321,780,Fashion,West
ORD003686,CUST00883,PROD0379,2025-10-06,5,4275,2728,Beauty,South
ORD003687,CUST04409,PROD0129,2025-03-21,2,4556,3791,Home,South
ORD003688,CUST04069,PROD0470,2025-01-08,2,4953,3564,Home,East
ORD003689,CUST04936,PROD0402,2025-02-14,5,581,343,Beauty,South
ORD003690,CUST02567,PROD0100,2025-05-19,3,1625,1016,Home,West
ORD003691,CUST03278,PROD0011,2025-02-26,1,4795,2572,Sports,East
ORD003692,CUST00375,PROD0340,2025-01-12,3,3290,1958,Beauty,East
ORD003693,CUST04547,PROD0394,2025-03-13,4,4249,3318,Sports,South
ORD003694,CUST03698,PROD0176,2025-03-04,2,1456,911,Home,North
ORD003695,CUST03063,PROD0317,2025-06-12,4,1383,919,Fashion,West
ORD003696,CUST04691,PROD0394,2025-02-07,1,4111,2166,Sports,North
ORD003697,CUST03251,PROD0357,2025-10-04,2,1784,1149,Home,South
ORD003698,CUST04596,PROD0378,2025-02-20,4,3712,2595,Electronics,West
ORD003699,CUST04560,PROD0316,2025-06-03,2,3762,2646,Home,South
ORD003700,CUST00113,PROD0370,2025-01-20,2,287,216,Sports,North
ORD003701,CUST03198,PROD0150,2025-10-08,2,1304,1028,Electronics,North
ORD003702,CUST02379,PROD0075,2025-07-29,3,807,495,Fashion,South
ORD003703,CUST01925,PROD0099,2025-09-02,4,3049,2338,Electronics,North
ORD003704,CUST00140,PROD0265,2025-09-05,5,3789,2910,Home,East
ORD003705,CUST01425,PROD0399,2025-10-01,2,2653,2136,Home,North
ORD003706,CUST02950,PROD0243,2025-02-17,1,4783,3719,Sports,West
ORD003707,CUST03169,PROD0083,2025-01-14,3,3732,2287,Beauty,North
ORD003708,CUST00517,PROD0293,2025-09-09,3,4019,3315,Sports,South
ORD003709,CUST02617,PROD0070,2025-06-15,5,887,666,Fashion,East
ORD003710,CUST00888,PROD0228,2025-04-23,5,375,266,Sports,West
ORD003711,CUST03105,PROD0172,2025-03-05,3,3118,2647,Home,East
ORD003712,CUST00050,PROD0453,2025-10-12,3,976,795,Electronics,North
ORD003713,CUST03952,PROD0131,2025-03-28,4,1543,1296,Beauty,West
ORD003714,CUST03561,PROD0010,2025-08-22,3,2669,1541,Beauty,East
ORD003715,CUST00019,PROD0461,2025-09-06,3,3550,1809,Beauty,North
ORD003716,CUST04822,PROD0388,2025-04-23,2,1424,852,Home,West
ORD003717,CUST01474,PROD0056,2025-08-14,5,4984,3916,Sports,East
ORD003718,CUST04062,PROD0424,2025-07-02,4,3493,1754,Home,South
ORD003719,CUST02607,PROD0033,2025-03-22,3,2095,1592,Beauty,North
ORD003720,CUST00452,PROD0244,2025-10-02,4,3413,2847,Electronics,West
ORD003721,CUST03766,PROD0226,2025-04-03,5,4232,2811,Home,North
ORD003722,CUST02439,PROD0228,2025-07-13,3,1143,776,Sports,North
ORD003723,CUST04311,PROD0245,2025-04-16,2,1542,933,Fashion,South
ORD003724,CUST01550,PROD0417,2025-04-10,3,2062,1652,Fashion,East
ORD003725,CUST03475,PROD0444,2025-02-05,5,4598,2576,Fashion,West
ORD003726,CUST00128,PROD0405,2025-07-03,4,3425,2738,Home,South
ORD003727,CUST04856,PROD0103,2025-05-29,2,2142,1627,Fashion,East
ORD003728,CUST02762,PROD0197,2025-08-13,1,3997,2335,Home,North
ORD003729,CUST04457,PROD0375,2025-03-04,1,4683,2544,Home,North
ORD003730,CUST04665,PROD0301,2025-07-21,5,4547,2924,Fashion,East
ORD003731,CUST01416,PROD0313,2025-05-23,5,2498,2067,Electronics,East
ORD003732,CUST00202,PROD0461,2025-09-25,2,4061,2290,Home,East
ORD003733,CUST02370,PROD0424,2025-09-16,4,2342,1679,Beauty,North
ORD003734,CUST00518,PROD0209,2025-09-11,3,2239,1800,Beauty,South
ORD003735,CUST01342,PROD0382,2025-09-22,1,1643,827,Sports,East
ORD003736,CUST04777,PROD0192,2025-02-11,1,2122,1799,Home,East
ORD003737,CUST01989,PROD0127,2025-07-21,5,2619,1992,Fashion,West
ORD003738,CUST03546,PROD0010,2025-01-31,5,2297,1404,Sports,West
ORD003739,CUST04521,PROD0330,2025-06-14,4,4453,2468,Sports,North
ORD003740,CUST03803,PROD0066,2025-09-24,2,3958,2331,Electronics,East
ORD003741,CUST03276,PROD0358,2025-07-08,1,4021,2238,Electronics,North
ORD003742,CUST03655,PROD0341,2025-10-10,4,4529,3233,Electronics,South
ORD003743,CUST02435,PROD0449,2025-03-11,2,1237,1047,Home,North
ORD003744,CUST04874,PROD0158,2025-08-23,1,1801,1456,Sports,South
ORD003745,CUST00208,PROD0256,2025-04-04,3,3146,1939,Home,South
ORD003746,CUST02634,PROD0338,2025-10-26,4,355,234,Electronics,West
ORD003747,CUST04118,PROD0035,2025-10-28,1,1571,821,Electronics,East
ORD003748,CUST00154,PROD0309,2025-11-02,2,3158,2482,Beauty,North
ORD003749,CUST03367,PROD0167,2025-09-19,1,2188,1387,Electronics,South
ORD003750,CUST04315,PROD0368,2025-05-21,3,1910,1294,Electronics,West
ORD003751,CUST04765,PROD0022,2025-08-18,5,2068,1442,Beauty,East
ORD003752,CUST01519,PROD0067,2025-09-25,5,3115,2432,Home,East
ORD003753,CUST02601,PROD0198,2025-09-20,4,3240,2752,Fashion,East
