order_id,customer_id,product_id,order_date,quantity,unit_price,unit_cost,category,region,revenue,total_cost,profit,profit_margin_pct
ORD013767,CUST00403,PROD0376,2025-09-17,5,546,449,Sports,South,2730,2245,485,17.77
ORD013768,CUST04710,PROD0386,2025-03-13,1,971,794,Fashion,South,971,794,177,18.23
ORD013769,CUST02671,PROD0064,2025-10-28,4,2145,1788,Electronics,West,8580,7152,1428,16.64
ORD013770,CUST01802,PROD0253,2025-04-26,2,1030,607,Home,West,2060,1214,846,41.07
ORD013771,CUST02651,PROD0011,2025-09-13,4,3940,2984,Electronics,North,15760,11936,3824,24.26
ORD013772,CUST00177,PROD0088,2025-11-26,1,4873,3510,Fashion,North,4873,3510,1363,27.97
ORD013773,CUST04545,PROD0211,2025-04-24,1,3751,2399,Home,South,3751,2399,1352,36.04
ORD013774,CUST00743,PROD0004,2025-01-28,4,4862,3004,Fashion,East,19448,12016,7432,38.21
ORD013775,CUST02349,PROD0131,2025-07-01,1,284,229,Sports,West,284,229,55,19.37
ORD013776,CUST04403,PROD0271,2025-07-05,5,3186,2404,Electronics,North,15930,12020,3910,24.54
ORD013777,CUST00751,PROD0360,2025-12-07,5,3441,2216,Fashion,South,17205,11080,6125,35.6
ORD013778,CUST00869,PROD0068,2025-11-17,5,4250,3408,Sports,South,21250,17040,4210,19.81
ORD013779,CUST04063,PROD0427,2025-09-08,3,3172,2548,Sports,West,9516,7644,1872,19.67
ORD013780,CUST03968,PROD0337,2025-07-01,1,3218,2095,Fashion,East,3218,2095,1123,34.9
ORD013781,CUST00214,PROD0009,2025-12-20,5,3271,2558,Home,South,16355,12790,3565,21.8
ORD013782,CUST01618,PROD0025,2025-05-24,1,262,215,Beauty,West,262,215,47,17.94
ORD013783,CUST02531,PROD0065,2025-07-25,2,1256,746,Beauty,North,2512,1492,1020,40.61
ORD013784,CUST03334,PROD0104,2025-09-09,5,1105,831,Fashion,South,5525,4155,1370,24.8
ORD013785,CUST01598,PROD0066,2025-12-17,2,438,254,Sports,East,876,508,368,42.01
ORD013786,CUST00512,PROD0183,2025-06-21,2,2384,1465,Electronics,North,4768,2930,1838,38.55
ORD013787,CUST00253,PROD0173,2025-06-20,2,2793,2351,Sports,South,5586,4702,884,15.83
ORD013788,CUST04134,PROD0289,2025-08-29,3,909,549,Fashion,South,2727,1647,1080,39.6
ORD013789,CUST00629,PROD0022,2025-12-03,3,4876,4124,Electronics,South,14628,12372,2256,15.42
ORD013790,CUST03477,PROD0042,2025-08-30,4,654,342,Home,West,2616,1368,1248,47.71
ORD013791,CUST00987,PROD0204,2025-03-21,3,843,599,Fashion,West,2529,1797,732,28.94
ORD013792,CUST01726,PROD0155,2025-09-14,3,772,577,Sports,South,2316,1731,585,25.26
ORD013793,CUST02094,PROD0011,2025-09-04,3,3119,2179,Fashion,South,9357,6537,2820,30.14
ORD013794,CUST01702,PROD0298,2025-01-30,2,4008,3267,Beauty,West,8016,6534,1482,18.49
ORD013795,CUST00305,PROD0462,2025-05-03,2,4069,3137,Home,East,8138,6274,1864,22.9
ORD013796,CUST04079,PROD0078,2025-07-11,2,3907,3160,Sports,North,7814,6320,1494,19.12
ORD013797,CUST02281,PROD0104,2025-01-27,2,1689,944,Fashion,North,3378,1888,1490,44.11
ORD013798,CUST04341,PROD0491,2025-12-23,1,2911,2009,Fashion,South,2911,2009,902,30.99
ORD013799,CUST02808,PROD0278,2025-03-21,4,2633,2131,Beauty,West,10532,8524,2008,19.07
ORD013800,CUST02887,PROD0137,2025-03-29,2,2628,1442,Beauty,West,5256,2884,2372,45.13
ORD013801,CUST03455,PROD0207,2025-06-05,4,957,653,Home,North,3828,2612,1216,31.77
ORD013802,CUST01025,PROD0251,2025-03-29,3,3439,2391,Sports,West,10317,7173,3144,30.47
ORD013803,CUST04313,PROD0225,2025-12-17,4,2674,1417,Electronics,West,10696,5668,5028,47.01
ORD013804,CUST02976,PROD0057,2025-08-05,3,2418,1386,Fashion,South,7254,4158,3096,42.68
ORD013805,CUST00507,PROD0339,2025-06-28,2,4518,2510,Fashion,West,9036,5020,4016,44.44
ORD013806,CUST04857,PROD0287,2025-05-10,3,1508,1260,Home,North,4524,3780,744,16.45
ORD013807,CUST02952,PROD0274,2025-09-10,2,2953,1721,Home,West,5906,3442,2464,41.72
ORD013808,CUST01054,PROD0396,2025-03-12,2,1842,930,Home,West,3684,1860,1824,49.51
ORD013809,CUST02675,PROD0168,2025-03-28,4,4003,2788,Home,East,16012,11152,4860,30.35
ORD013810,CUST02568,PROD0378,2025-12-15,5,4495,2807,Home,East,22475,14035,8440,37.55
ORD013811,CUST01905,PROD0357,2025-02-04,2,4901,2450,Fashion,South,9802,4900,4902,50.01
ORD013812,CUST04371,PROD0173,2025-04-04,5,2459,2074,Sports,West,12295,10370,1925,15.66
ORD013813,CUST04588,PROD0433,2025-07-13,2,4786,3992,Fashion,West,9572,7984,1588,16.59
ORD013814,CUST04923,PROD0385,2025-12-01,2,1868,1102,Electronics,North,3736,2204,1532,41.01
ORD013815,CUST02895,PROD0098,2025-01-16,4,1241,882,Sports,North,4964,3528,1436,28.93
ORD013816,CUST01101,PROD0391,2025-01-08,1,340,278,Beauty,West,340,278,62,18.24
ORD013817,CUST03662,PROD0386,2025-11-13,2,1635,1053,Sports,North,3270,2106,1164,35.6
ORD013818,CUST01637,PROD0377,2025-04-02,1,4299,2921,Home,North,4299,2921,1378,32.05
ORD013819,CUST01456,PROD0342,2025-02-09,3,503,352,Fashion,North,1509,1056,453,30.02
ORD013820,CUST03614,PROD0260,2025-07-28,5,739,414,Sports,West,3695,2070,1625,43.98
ORD013821,CUST00039,PROD0173,2025-07-04,3,3006,1583,Home,North,9018,4749,4269,47.34
ORD013822,CUST03085,PROD0174,2025-09-02,2,3821,2268,Fashion,East,7642,4536,3106,40.64
ORD013823,CUST04240,PROD0212,2025-07-25,4,2379,1485,Fashion,North,9516,5940,3576,37.58
ORD013824,CUST02732,PROD0195,2025-03-26,3,1383,786,Beauty,East,4149,2358,1791,43.17
ORD013825,CUST02416,PROD0265,2025-10-10,1,3786,3079,Electronics,East,3786,3079,707,18.67
ORD013826,CUST00759,PROD0466,2025-12-07,3,1649,1394,Sports,North,4947,4182,765,15.46
ORD013827,CUST04343,PROD0441,2025-06-09,2,1681,911,Fashion,South,3362,1822,1540,45.81
ORD013828,CUST03117,PROD0272,2025-08-18,1,740,484,Beauty,South,740,484,256,34.59
ORD013829,CUST00765,PROD0307,2025-04-29,4,794,452,Home,South,3176,1808,1368,43.07
ORD013830,CUST02423,PROD0308,2025-10-12,5,3767,3125,Beauty,East,18835,15625,3210,17.04
ORD013831,CUST01315,PROD0137,2025-08-31,1,3158,2601,Fashion,South,3158,2601,557,17.64
ORD013832,CUST04303,PROD0083,2025-06-13,3,1934,1216,Electronics,West,5802,3648,2154,37.13
ORD013833,CUST03996,PROD0390,2025-04-29,4,1086,805,Beauty,North,4344,3220,1124,25.87
ORD013834,CUST04030,PROD0044,2025-01-24,1,3520,2924,Home,North,3520,2924,596,16.93
ORD013835,CUST03694,PROD0207,2025-12-07,4,651,502,Home,West,2604,2008,596,22.89
ORD013836,CUST03186,PROD0117,2025-06-16,3,1608,1000,Beauty,North,4824,3000,1824,37.81
ORD013837,CUST02867,PROD0390,2025-06-27,3,3007,2172,Home,North,9021,6516,2505,27.77
ORD013838,CUST01318,PROD0005,2025-12-04,4,751,601,Sports,West,3004,2404,600,19.97
ORD013839,CUST00701,PROD0221,2025-05-27,3,2920,2092,Home,North,8760,6276,2484,28.36
ORD013840,CUST04384,PROD0430,2025-06-15,1,2107,1309,Beauty,East,2107,1309,798,37.87
ORD013841,CUST02202,PROD0283,2025-10-09,4,2778,2155,Home,West,11112,8620,2492,22.43
ORD013842,CUST01594,PROD0499,2025-03-11,5,4501,3738,Home,West,22505,18690,3815,16.95
ORD013843,CUST03988,PROD0114,2025-08-26,2,2715,1476,Beauty,North,5430,2952,2478,45.64
ORD013844,CUST04946,PROD0250,2025-06-26,2,3079,1778,Sports,East,6158,3556,2602,42.25
ORD013845,CUST04146,PROD0301,2025-10-09,4,1823,1295,Home,East,7292,5180,2112,28.96
ORD013846,CUST01231,PROD0425,2025-04-02,3,1369,1078,Electronics,North,4107,3234,873,21.26
ORD013847,CUST02613,PROD0500,2025-08-24,1,2762,1712,Sports,East,2762,1712,1050,38.02
ORD013848,CUST03138,PROD0090,2025-06-22,5,1466,750,Electronics,North,7330,3750,3580,48.84
ORD013849,CUST01909,PROD0028,2025-10-20,1,4646,3089,Home,West,4646,3089,1557,33.51
ORD013850,CUST01791,PROD0438,2025-03-30,3,3945,3321,Electronics,South,11835,9963,1872,15.82
ORD013851,CUST02929,PROD0032,2025-08-02,5,2769,1773,Fashion,North,13845,8865,4980,35.97
ORD013852,CUST01089,PROD0217,2025-12-17,2,3345,1946,Sports,West,6690,3892,2798,41.82
ORD013853,CUST02382,PROD0309,2025-09-19,1,645,334,Fashion,South,645,334,311,48.22
ORD013854,CUST04128,PROD0071,2025-06-08,1,1984,1061,Beauty,West,1984,1061,923,46.52
ORD013855,CUST04964,PROD0252,2025-03-06,2,1987,1162,Fashion,North,3974,2324,1650,41.52
ORD013856,CUST02946,PROD0030,2025-04-14,1,435,347,Sports,West,435,347,88,20.23
ORD013857,CUST03570,PROD0256,2025-08-22,2,758,410,Fashion,South,1516,820,696,45.91
ORD013858,CUST01166,PROD0309,2025-03-08,4,1655,1374,Electronics,East,6620,5496,1124,16.98
ORD013859,CUST00601,PROD0159,2025-09-13,2,1818,1098,Beauty,East,3636,2196,1440,39.6
ORD013860,CUST02026,PROD0396,2025-06-23,2,4903,3402,Home,South,9806,6804,3002,30.61
ORD013861,CUST01585,PROD0009,2025-05-13,4,4953,3044,Sports,East,19812,12176,7636,38.54
ORD013862,CUST00988,PROD0482,2025-02-06,4,1097,638,Fashion,East,4388,2552,1836,41.84
ORD013863,CUST01966,PROD0323,2025-11-29,3,4133,2336,Electronics,South,12399,7008,5391,43.48
ORD013864,CUST01440,PROD0421,2025-01-29,3,2864,2155,Fashion,East,8592,6465,2127,24.76
ORD013865,CUST04616,PROD0370,2025-04-02,5,1934,1457,Sports,West,9670,7285,2385,24.66
ORD013866,CUST00869,PROD0156,2025-02-18,2,2846,1658,Beauty,North,5692,3316,2376,41.74
ORD013867,CUST02064,PROD0494,2025-06-02,5,1209,713,Fashion,West,6045,3565,2480,41.03
ORD013868,CUST01130,PROD0214,2025-05-18,4,4641,2584,Home,West,18564,10336,8228,44.32
ORD013869,CUST04379,PROD0154,2025-04-08,2,4665,2709,Sports,West,9330,5418,3912,41.93
ORD013870,CUST04457,PROD0083,2025-01-15,2,678,409,Home,North,1356,818,538,39.68
ORD013871,CUST03730,PROD0405,2025-07-24,2,3312,2724,Sports,East,6624,5448,1176,17.75
ORD013872,CUST01935,PROD0101,2025-08-17,4,3805,3103,Sports,South,15220,12412,2808,18.45
ORD013873,CUST01077,PROD0010,2025-07-06,1,2559,1536,Fashion,North,2559,1536,1023,39.98
ORD013874,CUST01640,PROD0336,2025-08-29,5,1824,1498,Electronics,West,9120,7490,1630,17.87
ORD013875,CUST01393,PROD0280,2025-02-24,3,637,440,Fashion,West,1911,1320,591,30.93
ORD013876,CUST00031,PROD0281,2025-11-07,3,579,317,Fashion,West,1737,951,786,45.25
ORD013877,CUST00704,PROD0180,2025-05-22,1,3784,2326,Sports,East,3784,2326,1458,38.53
ORD013878,CUST00869,PROD0090,2025-07-21,2,971,678,Beauty,East,1942,1356,586,30.18
ORD013879,CUST00233,PROD0129,2025-07-03,3,2099,1663,Electronics,North,6297,4989,1308,20.77
ORD013880,CUST00951,PROD0309,2025-11-13,4,1893,980,Sports,West,7572,3920,3652,48.23
ORD013881,CUST00059,PROD0452,2025-09-18,2,3865,2268,Fashion,South,7730,4536,3194,41.32
ORD013882,CUST02819,PROD0485,2025-09-19,4,3035,1748,Home,South,12140,6992,5148,42.41
ORD013883,CUST03601,PROD0107,2025-09-03,5,4863,3374,Sports,East,24315,16870,7445,30.62
ORD013884,CUST03150,PROD0462,2025-09-26,2,3362,2528,Sports,West,6724,5056,1668,24.81
ORD013885,CUST00302,PROD0280,2025-10-29,4,1500,1074,Sports,East,6000,4296,1704,28.4
ORD013886,CUST02851,PROD0283,2025-08-28,1,2962,2035,Fashion,West,2962,2035,927,31.3
ORD013887,CUST02945,PROD0107,2025-12-19,1,1195,641,Home,South,1195,641,554,46.36
ORD013888,CUST01924,PROD0155,2025-08-17,3,1352,801,Electronics,South,4056,2403,1653,40.75
ORD013889,CUST00317,PROD0344,2025-05-08,5,3763,2375,Home,South,18815,11875,6940,36.89
ORD013890,CUST01889,PROD0232,2025-05-31,2,2302,1496,Electronics,West,4604,2992,1612,35.01
ORD013891,CUST02716,PROD0449,2025-05-29,5,2229,1727,Fashion,East,11145,8635,2510,22.52
ORD013892,CUST04786,PROD0380,2025-11-24,5,325,191,Sports,West,1625,955,670,41.23
ORD013893,CUST01882,PROD0295,2025-10-17,5,625,454,Electronics,West,3125,2270,855,27.36
ORD013894,CUST03899,PROD0333,2025-11-05,2,4813,3282,Sports,West,9626,6564,3062,31.81
ORD013895,CUST04114,PROD0084,2025-01-31,5,1540,1263,Sports,West,7700,6315,1385,17.99
ORD013896,CUST01179,PROD0358,2025-12-06,3,3269,2210,Home,South,9807,6630,3177,32.4
ORD013897,CUST03856,PROD0420,2025-08-15,1,1343,747,Fashion,West,1343,747,596,44.38
ORD013898,CUST04874,PROD0076,2025-07-13,2,2896,1987,Sports,South,5792,3974,1818,31.39
ORD013899,CUST04456,PROD0453,2025-12-10,3,1959,1612,Fashion,South,5877,4836,1041,17.71
ORD013900,CUST00332,PROD0261,2025-11-27,3,2465,1348,Sports,North,7395,4044,3351,45.31
ORD013901,CUST00528,PROD0337,2025-05-22,4,353,260,Sports,North,1412,1040,372,26.35
ORD013902,CUST02060,PROD0230,2025-08-22,3,2815,2329,Fashion,West,8445,6987,1458,17.26
ORD013903,CUST01099,PROD0394,2025-12-06,5,2761,1595,Home,West,13805,7975,5830,42.23
ORD013904,CUST00212,PROD0272,2025-04-10,1,3118,2042,Fashion,East,3118,2042,1076,34.51
ORD013905,CUST01715,PROD0472,2025-06-02,5,3252,2112,Home,East,16260,10560,5700,35.06
ORD013906,CUST02689,PROD0221,2025-12-25,5,4004,2729,Home,West,20020,13645,6375,31.84
ORD013907,CUST02331,PROD0181,2025-11-26,3,3141,2651,Electronics,West,9423,7953,1470,15.6
ORD013908,CUST03267,PROD0398,2025-07-11,2,340,261,Fashion,South,680,522,158,23.24
ORD013909,CUST01033,PROD0202,2025-03-10,2,1548,1067,Home,North,3096,2134,962,31.07
ORD013910,CUST01333,PROD0285,2025-11-20,1,2300,1722,Sports,South,2300,1722,578,25.13
ORD013911,CUST01841,PROD0412,2025-04-23,4,1490,1126,Fashion,North,5960,4504,1456,24.43
ORD013912,CUST04687,PROD0118,2025-08-03,5,437,268,Fashion,West,2185,1340,845,38.67
ORD013913,CUST02139,PROD0117,2025-02-12,2,4217,2719,Home,West,8434,5438,2996,35.52
ORD013914,CUST04552,PROD0401,2025-12-15,3,2220,1780,Beauty,North,6660,5340,1320,19.82
ORD013915,CUST04092,PROD0197,2025-08-24,5,2177,1401,Electronics,East,10885,7005,3880,35.65
ORD013916,CUST00444,PROD0194,2025-04-20,5,1755,1377,Home,West,8775,6885,1890,21.54
ORD013917,CUST04175,PROD0292,2025-12-08,4,1102,795,Electronics,South,4408,3180,1228,27.86
ORD013918,CUST01499,PROD0498,2025-10-28,5,2847,1533,Beauty,East,14235,7665,6570,46.15
ORD013919,CUST00927,PROD0104,2025-09-03,4,2084,1540,Electronics,East,8336,6160,2176,26.1
ORD013920,CUST00623,PROD0174,2025-12-30,2,1497,934,Electronics,East,2994,1868,1126,37.61
ORD013921,CUST01480,PROD0301,2025-03-12,2,429,353,Beauty,South,858,706,152,17.72
ORD013922,CUST03038,PROD0103,2025-02-10,5,2769,2069,Beauty,West,13845,10345,3500,25.28
ORD013923,CUST03386,PROD0009,2025-11-10,5,2356,1246,Sports,South,11780,6230,5550,47.11
ORD013924,CUST03319,PROD0164,2025-07-06,4,2410,2032,Electronics,North,9640,8128,1512,15.68
ORD013925,CUST00234,PROD0005,2025-01-28,3,2303,1419,Beauty,North,6909,4257,2652,38.38
ORD013926,CUST01618,PROD0335,2025-08-01,5,583,367,Sports,West,2915,1835,1080,37.05
ORD013927,CUST02692,PROD0329,2025-02-24,4,2508,2038,Beauty,South,10032,8152,1880,18.74
ORD013928,CUST02031,PROD0089,2025-11-03,1,4607,3786,Fashion,South,4607,3786,821,17.82
ORD013929,CUST00387,PROD0178,2025-02-05,4,3800,3039,Fashion,East,15200,12156,3044,20.03
ORD013930,CUST01635,PROD0284,2025-09-19,5,1193,668,Beauty,West,5965,3340,2625,44.01
ORD013931,CUST04134,PROD0027,2025-07-30,5,1165,935,Home,West,5825,4675,1150,19.74
ORD013932,CUST01185,PROD0366,2025-11-03,1,1869,1028,Beauty,North,1869,1028,841,45.0
ORD013933,CUST01968,PROD0175,2025-02-22,2,1808,1327,Beauty,West,3616,2654,962,26.6
ORD013934,CUST00241,PROD0161,2025-05-19,2,328,248,Sports,North,656,496,160,24.39
ORD013935,CUST00562,PROD0115,2025-06-27,1,2374,1906,Home,West,2374,1906,468,19.71
ORD013936,CUST02000,PROD0378,2025-02-15,5,1500,937,Home,East,7500,4685,2815,37.53
ORD013937,CUST04902,PROD0097,2025-03-23,4,2637,1471,Fashion,East,10548,5884,4664,44.22
ORD013938,CUST01930,PROD0166,2025-06-23,3,3065,2458,Home,East,9195,7374,1821,19.8
ORD013939,CUST04901,PROD0136,2025-11-29,1,3898,2663,Home,South,3898,2663,1235,31.68
ORD013940,CUST02780,PROD0388,2025-02-10,1,3092,1806,Beauty,South,3092,1806,1286,41.59
ORD013941,CUST01676,PROD0368,2025-11-03,4,3137,2590,Home,North,12548,10360,2188,17.44
ORD013942,CUST02516,PROD0491,2025-09-24,3,4415,2652,Home,North,13245,7956,5289,39.93
ORD013943,CUST01678,PROD0164,2025-11-03,3,290,153,Sports,South,870,459,411,47.24
ORD013944,CUST04142,PROD0363,2025-01-27,5,409,246,Electronics,West,2045,1230,815,39.85
ORD013945,CUST03747,PROD0415,2025-02-18,1,4548,3673,Sports,East,4548,3673,875,19.24
ORD013946,CUST03357,PROD0202,2025-09-29,4,3511,2736,Sports,South,14044,10944,3100,22.07
ORD013947,CUST01652,PROD0433,2025-11-02,2,4028,3405,Beauty,South,8056,6810,1246,15.47
ORD013948,CUST04178,PROD0169,2025-09-27,2,749,528,Electronics,North,1498,1056,442,29.51
ORD013949,CUST03842,PROD0490,2025-07-29,2,4139,2411,Beauty,North,8278,4822,3456,41.75
ORD013950,CUST02442,PROD0136,2025-07-23,4,4283,2312,Fashion,East,17132,9248,7884,46.02
ORD013951,CUST04886,PROD0158,2025-10-09,2,4247,3384,Electronics,West,8494,6768,1726,20.32
ORD013952,CUST00595,PROD0398,2025-08-22,5,1300,657,Fashion,North,6500,3285,3215,49.46
ORD013953,CUST02613,PROD0301,2025-02-09,3,1521,1193,Home,North,4563,3579,984,21.56
ORD013954,CUST04097,PROD0227,2025-09-03,2,497,419,Home,West,994,838,156,15.69
ORD013955,CUST01497,PROD0366,2025-01-18,4,958,793,Sports,South,3832,3172,660,17.22
ORD013956,CUST03556,PROD0302,2025-04-20,4,406,339,Home,East,1624,1356,268,16.5
ORD013957,CUST04862,PROD0451,2025-09-14,2,599,470,Fashion,South,1198,940,258,21.54
ORD013958,CUST04767,PROD0349,2025-01-16,3,4445,3229,Fashion,West,13335,9687,3648,27.36
ORD013959,CUST03359,PROD0272,2025-12-23,3,2488,1925,Electronics,West,7464,5775,1689,22.63
ORD013960,CUST01602,PROD0394,2025-05-29,5,4644,3755,Electronics,East,23220,18775,4445,19.14
ORD013961,CUST00915,PROD0324,2025-04-29,5,2946,2386,Home,East,14730,11930,2800,19.01
ORD013962,CUST01845,PROD0436,2025-07-30,2,1878,1449,Beauty,North,3756,2898,858,22.84
ORD013963,CUST01996,PROD0050,2025-09-21,5,2195,1525,Beauty,West,10975,7625,3350,30.52
ORD013964,CUST00095,PROD0324,2025-09-09,2,3942,2566,Beauty,North,7884,5132,2752,34.91
ORD013965,CUST00493,PROD0002,2025-04-09,5,3900,2835,Beauty,West,19500,14175,5325,27.31
ORD013966,CUST03070,PROD0331,2025-01-18,5,1779,1121,Beauty,South,8895,5605,3290,36.99
ORD013967,CUST00150,PROD0463,2025-03-31,4,1463,1236,Home,East,5852,4944,908,15.52
ORD013968,CUST01047,PROD0075,2025-01-25,1,2681,1966,Fashion,South,2681,1966,715,26.67
ORD013969,CUST02804,PROD0247,2025-10-01,2,2245,1143,Sports,South,4490,2286,2204,49.09
ORD013970,CUST00399,PROD0215,2025-01-24,2,3829,3049,Electronics,West,7658,6098,1560,20.37
ORD013971,CUST04951,PROD0230,2025-03-10,2,2457,2026,Fashion,East,4914,4052,862,17.54
ORD013972,CUST04477,PROD0242,2025-11-26,4,697,552,Sports,West,2788,2208,580,20.8
ORD013973,CUST00552,PROD0478,2025-01-11,5,1725,1220,Electronics,South,8625,6100,2525,29.28
ORD013974,CUST00295,PROD0188,2025-09-17,2,4560,3036,Home,South,9120,6072,3048,33.42
ORD013975,CUST01144,PROD0434,2025-01-10,2,3146,2019,Sports,West,6292,4038,2254,35.82
ORD013976,CUST00456,PROD0129,2025-04-11,5,1668,919,Beauty,North,8340,4595,3745,44.9
ORD013977,CUST01554,PROD0493,2025-01-12,3,2540,1474,Electronics,North,7620,4422,3198,41.97
ORD013978,CUST00169,PROD0097,2025-03-15,2,4941,3619,Beauty,West,9882,7238,2644,26.76
ORD013979,CUST04806,PROD0365,2025-05-13,2,2760,1814,Fashion,West,5520,3628,1892,34.28
ORD013980,CUST01947,PROD0165,2025-08-23,1,4899,3345,Home,West,4899,3345,1554,31.72
ORD013981,CUST00254,PROD0407,2025-04-01,2,981,543,Beauty,East,1962,1086,876,44.65
ORD013982,CUST02377,PROD0177,2025-08-13,4,3459,2323,Beauty,North,13836,9292,4544,32.84
ORD013983,CUST01321,PROD0496,2025-01-05,3,1202,746,Electronics,South,3606,2238,1368,37.94
ORD013984,CUST02884,PROD0117,2025-01-23,3,3235,2497,Beauty,East,9705,7491,2214,22.81
ORD013985,CUST03608,PROD0210,2025-07-03,5,4442,3443,Fashion,East,22210,17215,4995,22.49
ORD013986,CUST02126,PROD0458,2025-08-04,2,3098,2545,Beauty,North,6196,5090,1106,17.85
ORD013987,CUST03497,PROD0448,2025-02-15,3,4187,2841,Fashion,East,12561,8523,4038,32.15
ORD013988,CUST02241,PROD0273,2025-05-10,4,1240,1004,Home,North,4960,4016,944,19.03
ORD013989,CUST00401,PROD0327,2025-12-16,1,3806,2534,Home,East,3806,2534,1272,33.42
ORD013990,CUST02157,PROD0399,2025-03-15,1,3785,2170,Beauty,North,3785,2170,1615,42.67
ORD013991,CUST02377,PROD0051,2025-01-01,1,913,560,Electronics,East,913,560,353,38.66
ORD013992,CUST00363,PROD0411,2025-05-21,3,3231,1941,Home,West,9693,5823,3870,39.93
ORD013993,CUST03939,PROD0265,2025-10-19,4,3212,2173,Beauty,North,12848,8692,4156,32.35
ORD013994,CUST03852,PROD0064,2025-03-03,1,2278,1388,Home,South,2278,1388,890,39.07
ORD013995,CUST03413,PROD0447,2025-03-04,3,2687,1878,Home,West,8061,5634,2427,30.11
ORD013996,CUST02307,PROD0341,2025-11-19,4,3350,1771,Home,East,13400,7084,6316,47.13
ORD013997,CUST00085,PROD0437,2025-04-18,5,3985,3377,Sports,West,19925,16885,3040,15.26
ORD013998,CUST01825,PROD0229,2025-08-24,3,3933,2484,Beauty,East,11799,7452,4347,36.84
ORD013999,CUST03886,PROD0349,2025-01-16,3,3003,1722,Fashion,West,9009,5166,3843,42.66
ORD014000,CUST00308,PROD0298,2025-09-03,1,2866,2104,Beauty,North,2866,2104,762,26.59
ORD014001,CUST04358,PROD0237,2025-08-25,5,3172,1759,Home,East,15860,8795,7065,44.55
ORD014002,CUST01922,PROD0225,2025-10-31,1,3892,2722,Home,North,3892,2722,1170,30.06
ORD014003,CUST00631,PROD0117,2025-04-21,2,2649,2236,Beauty,South,5298,4472,826,15.59
ORD014004,CUST04776,PROD0250,2025-06-23,5,4414,2937,Sports,North,22070,14685,7385,33.46
ORD014005,CUST04961,PROD0070,2025-01-05,4,1877,1531,Home,East,7508,6124,1384,18.43
ORD014006,CUST02372,PROD0345,2025-10-21,4,2727,1501,Electronics,North,10908,6004,4904,44.96
ORD014007,CUST03301,PROD0035,2025-07-01,2,2150,1628,Home,North,4300,3256,1044,24.28
ORD014008,CUST03668,PROD0273,2025-12-03,3,2220,1205,Electronics,North,6660,3615,3045,45.72
ORD014009,CUST00727,PROD0044,2025-03-23,3,1195,872,Beauty,North,3585,2616,969,27.03
ORD014010,CUST01649,PROD0475,2025-04-23,5,4386,3332,Sports,East,21930,16660,5270,24.03
ORD014011,CUST04313,PROD0427,2025-06-16,1,840,704,Sports,South,840,704,136,16.19
ORD014012,CUST01270,PROD0360,2025-06-05,1,2530,1462,Electronics,West,2530,1462,1068,42.21
ORD014013,CUST04544,PROD0345,2025-09-11,1,4037,3417,Home,East,4037,3417,620,15.36
ORD014014,CUST00319,PROD0460,2025-02-22,4,4185,2643,Home,South,16740,10572,6168,36.85
ORD014015,CUST03476,PROD0107,2025-11-06,2,3271,2768,Sports,West,6542,5536,1006,15.38
ORD014016,CUST02779,PROD0374,2025-04-06,1,3511,2952,Electronics,East,3511,2952,559,15.92
ORD014017,CUST03059,PROD0229,2025-10-03,5,2805,1421,Sports,North,14025,7105,6920,49.34
ORD014018,CUST04135,PROD0252,2025-11-07,2,569,317,Electronics,South,1138,634,504,44.29
ORD014019,CUST01603,PROD0488,2025-07-23,3,2206,1174,Home,North,6618,3522,3096,46.78
ORD014020,CUST02257,PROD0044,2025-10-05,5,4931,3305,Sports,North,24655,16525,8130,32.98
ORD014021,CUST00830,PROD0422,2025-11-03,1,2962,2263,Electronics,West,2962,2263,699,23.6
ORD014022,CUST00856,PROD0425,2025-05-20,2,4801,2605,Electronics,East,9602,5210,4392,45.74
ORD014023,CUST02649,PROD0409,2025-08-18,2,1284,921,Beauty,West,2568,1842,726,28.27
ORD014024,CUST01859,PROD0049,2025-07-06,3,3912,2563,Electronics,North,11736,7689,4047,34.48
ORD014025,CUST01103,PROD0060,2025-02-23,2,1664,998,Electronics,North,3328,1996,1332,40.02
ORD014026,CUST02482,PROD0258,2025-02-22,3,388,298,Fashion,West,1164,894,270,23.2
ORD014027,CUST01821,PROD0065,2025-03-29,4,2366,1874,Sports,West,9464,7496,1968,20.79
ORD014028,CUST04938,PROD0114,2025-10-21,1,3033,1844,Sports,West,3033,1844,1189,39.2
ORD014029,CUST02080,PROD0259,2025-04-13,5,1085,893,Home,South,5425,4465,960,17.7
ORD014030,CUST03159,PROD0349,2025-12-14,3,4194,3035,Fashion,North,12582,9105,3477,27.63
ORD014031,CUST02441,PROD0398,2025-05-20,5,3186,2168,Electronics,North,15930,10840,5090,31.95
ORD014032,CUST03685,PROD0429,2025-12-17,3,3127,2170,Electronics,West,9381,6510,2871,30.6
ORD014033,CUST01256,PROD0162,2025-08-18,5,3696,2178,Fashion,East,18480,10890,7590,41.07
ORD014034,CUST02958,PROD0470,2025-12-14,3,4120,3157,Home,East,12360,9471,2889,23.37
ORD014035,CUST03652,PROD0164,2025-03-27,1,773,656,Home,West,773,656,117,15.14
ORD014036,CUST02240,PROD0015,2025-09-20,2,4044,3285,Home,South,8088,6570,1518,18.77
ORD014037,CUST01940,PROD0037,2025-11-20,2,2910,2125,Electronics,East,5820,4250,1570,26.98
