customer_id,total_orders,total_revenue,total_profit
CUST00998,7,57854,21747
CUST00999,13,104050,35438
CUST01000,7,62903,16923
CUST01001,4,50358,12874
CUST01002,8,71068,24905
CUST01003,8,96670,30856
CUST01004,6,65268,19164
CUST01005,11,93797,26159
CUST01006,5,52450,13376
CUST01007,11,88704,30333
CUST01008,8,54919,17211
CUST01009,11,89166,29388
CUST01010,13,90218,30398
CUST01011,7,55460,19474
CUST01012,10,74401,22837
CUST01013,11,119974,41961
CUST01014,11,103353,31143
CUST01015,14,107110,33291
CUST01016,11,94685,30606
CUST01017,14,101402,36752
CUST01018,9,73179,27567
CUST01019,10,117940,42231
CUST01020,12,78812,26761
CUST01021,9,50815,15732
CUST01022,4,59910,19582
CUST01023,7,37856,13938
CUST01024,14,116484,33891
CUST01025,9,83627,26007
CUST01026,12,86737,27847
CUST01027,12,73663,16448
CUST01028,4,13651,4743
CUST01029,13,84377,26676
CUST01030,12,114419,38471
CUST01031,8,61870,15358
CUST01032,9,47720,14051
CUST01033,11,92024,34876
CUST01034,7,38922,13299
CUST01035,4,23886,6004
CUST01036,6,37526,15081
CUST01037,9,93612,28336
CUST01038,14,136175,40143
CUST01039,7,18458,6007
CUST01040,9,113040,34667
CUST01041,9,47832,14909
CUST01042,12,78855,27782
CUST01043,12,92260,28587
CUST01044,6,55442,20250
CUST01045,7,43935,15965
CUST01046,6,31233,9254
CUST01047,10,115860,39453
CUST01048,10,80743,26868
CUST01049,6,31398,10847
CUST01050,9,36987,11905
CUST01051,11,75586,25210
CUST01052,8,48969,19303
CUST01053,10,76684,28320
CUST01054,6,37929,14740
CUST01055,8,81503,23295
CUST01056,11,90471,25256
CUST01057,10,86904,28953
CUST01058,9,102316,30696
CUST01059,17,135493,41249
CUST01060,10,56431,18186
CUST01061,9,45557,16130
CUST01062,7,52710,22566
CUST01063,6,48990,17258
CUST01064,10,108749,30756
CUST01065,13,107788,38736
CUST01066,7,40571,11039
CUST01067,12,81204,25075
CUST01068,15,94178,33888
CUST01069,9,51297,18793
CUST01070,13,105378,28087
CUST01071,15,58627,16803
CUST01072,7,66373,24331
CUST01073,6,38999,10433
CUST01074,8,46491,16012
CUST01075,13,89956,27425
CUST01076,14,98728,32582
CUST01077,13,90962,25447
CUST01078,10,122977,39742
CUST01079,7,36023,8914
CUST01080,8,46045,12628
CUST01081,12,77916,29237
CUST01082,13,72743,22497
CUST01083,12,103595,35749
CUST01084,12,67774,19143
CUST01085,6,45834,17164
CUST01086,9,70132,19801
CUST01087,7,73693,28524
CUST01088,6,61979,21229
CUST01089,15,129237,39782
CUST01090,10,61849,18591
CUST01091,6,35269,9991
CUST01092,9,63186,18094
CUST01093,4,16007,5049
CUST01094,13,106870,35301
CUST01095,8,48551,16254
CUST01096,6,56674,16879
CUST01097,12,87472,29333
CUST01098,4,19879,5135
CUST01099,21,222035,80610
CUST01100,6,46477,16305
CUST01101,13,105897,31106
CUST01102,7,36847,9341
CUST01103,8,73608,21888
CUST01104,11,88369,32651
CUST01105,13,116617,33212
CUST01106,11,57443,14533
CUST01107,9,100258,32700
CUST01108,10,89324,33121
CUST01109,8,52176,15906
CUST01110,10,63897,23953
CUST01111,9,61521,19565
CUST01112,7,60683,16076
CUST01113,12,144017,51424
CUST01114,6,49961,18104
CUST01115,5,26765,10519
CUST01116,7,77791,19278
CUST01117,13,110908,42198
CUST01118,10,74032,29684
CUST01119,7,73323,25178
CUST01120,8,57543,22446
CUST01121,9,74392,22249
CUST01122,8,62132,15402
CUST01123,9,54363,17907
CUST01124,13,138186,59203
CUST01125,13,122979,37352
CUST01126,10,107064,39881
CUST01127,9,60594,15819
CUST01128,12,56030,16887
CUST01129,11,97243,26972
CUST01130,17,127668,47745
CUST01131,9,56763,18099
CUST01132,8,46646,15587
CUST01133,13,73373,27567
CUST01134,10,97064,31219
CUST01135,9,70057,19994
CUST01136,14,73864,22739
CUST01137,14,104954,28447
CUST01138,6,28644,11408
CUST01139,11,94790,30670
CUST01140,7,35456,11763
CUST01141,8,52389,15570
CUST01142,12,87697,32001
CUST01143,8,65027,15881
CUST01144,13,79081,22496
CUST01145,10,60579,18207
CUST01146,9,56159,21085
CUST01147,8,36959,12301
CUST01148,11,97010,33533
CUST01149,10,53087,13823
CUST01150,8,43490,12645
CUST01151,6,62363,20206
CUST01152,7,60681,22205
CUST01153,11,88905,31770
CUST01154,8,50649,19174
CUST01155,9,87919,26420
CUST01156,10,96612,32538
CUST01157,8,84729,26246
CUST01158,5,21552,5899
CUST01159,8,49624,12777
CUST01160,6,29966,11670
CUST01161,12,108241,34810
CUST01162,10,94337,28376
CUST01163,4,40143,12852
CUST01164,6,73680,28163
CUST01165,10,66246,18166
CUST01166,10,84323,26084
CUST01167,9,51828,17701
CUST01168,7,54330,19535
CUST01169,8,44519,15731
CUST01170,15,91649,35416
CUST01171,7,50177,16194
CUST01172,7,29858,10184
CUST01173,12,78457,24364
CUST01174,8,68047,23375
CUST01175,6,54990,16735
CUST01176,2,16230,7650
CUST01177,14,117673,38545
CUST01178,18,148482,50233
CUST01179,7,43811,14201
CUST01180,10,53575,14703
CUST01181,10,74872,21987
CUST01182,11,84668,25329
CUST01183,7,70910,24434
CUST01184,9,81412,29474
CUST01185,14,114697,35663
CUST01186,13,103914,28768
CUST01187,14,128071,46576
CUST01188,8,52487,18512
CUST01189,7,61578,23066
CUST01190,11,125455,36906
CUST01191,13,138503,47653
CUST01192,11,73467,23594
CUST01193,9,102837,37048
CUST01194,7,45116,14008
CUST01195,9,100772,34789
CUST01196,9,65241,19051
CUST01197,14,143893,46077
CUST01198,8,86494,28630
CUST01199,13,109281,37088
CUST01200,4,33820,12913
CUST01201,8,94852,29390
CUST01202,8,70239,26386
CUST01203,7,66141,16022
CUST01204,15,98606,28666
CUST01205,7,38298,11558
CUST01206,10,101000,30057
CUST01207,8,43452,15801
CUST01208,11,61831,17947
CUST01209,14,165131,57135
CUST01210,12,99500,23361
CUST01211,11,77169,27746
CUST01212,4,42062,12894
CUST01213,10,72868,24670
CUST01214,9,88280,27960
CUST01215,10,66737,20212
CUST01216,6,49113,14885
CUST01217,16,89225,22664
CUST01218,10,101527,29891
CUST01219,11,63558,18093
CUST01220,4,30678,7885
CUST01221,10,105138,26413
CUST01222,7,47707,15908
CUST01223,10,77475,23151
CUST01224,11,94444,38193
CUST01225,12,72608,21809
CUST01226,14,120115,38383
CUST01227,9,91141,27760
CUST01228,5,36333,12220
CUST01229,7,56079,20199
CUST01230,8,82179,25807
CUST01231,10,53409,18358
CUST01232,10,104401,30154
CUST01233,10,57142,19452
CUST01234,9,103991,30200
CUST01235,7,53249,18005
CUST01236,15,134832,44913
CUST01237,9,30606,10508
CUST01238,11,63347,20183
CUST01239,17,91585,30111
CUST01240,7,45083,13920
CUST01241,9,101971,29554
CUST01242,11,84290,30132
CUST01243,14,98631,37663
CUST01244,12,71227,23155
CUST01245,16,132621,53045
CUST01246,10,116081,40287
CUST01247,7,47942,17922
CUST01248,8,55024,13971
CUST01249,15,69676,22012
CUST01250,11,85358,27662
CUST01251,17,93549,34887
CUST01252,13,81982,24572
CUST01253,13,84351,29168
CUST01254,5,20066,6240
CUST01255,7,47381,18382
CUST01256,9,81507,29129
CUST01257,17,153060,50686
CUST01258,11,100700,31957
CUST01259,9,43366,11406
CUST01260,9,57084,18330
CUST01261,10,84132,24913
CUST01262,9,81702,30501
CUST01263,12,148703,48057
CUST01264,10,82764,24734
CUST01265,9,83134,30730
CUST01266,11,64213,23086
CUST01267,8,70766,28807
CUST01268,5,27020,7571
CUST01269,17,150773,53422
CUST01270,14,127755,44847
CUST01271,5,35251,10620
CUST01272,12,34883,11366
CUST01273,8,48807,16915
CUST01274,7,65211,21131
CUST01275,12,66255,23498
CUST01276,9,60618,21308
CUST01277,7,51812,16779
CUST01278,9,77452,22265
CUST01279,7,47677,14435
CUST01280,10,96801,25099
CUST01281,14,89913,29816
CUST01282,7,58275,18995
CUST01283,3,12385,5097
CUST01284,13,82836,22803
CUST01285,19,146702,52305
CUST01286,8,86816,24742
CUST01287,10,92973,35608
CUST01288,11,67617,20917
CUST01289,4,46053,10390
CUST01290,9,44444,13611
CUST01291,8,99324,30975
CUST01292,9,39789,11807
CUST01293,9,72902,30027
CUST01294,9,66337,21038
CUST01295,11,97949,33907
CUST01296,12,85638,31469
CUST01297,10,86994,35815
CUST01298,5,25267,9190
CUST01299,9,57456,17093
CUST01300,15,120489,45287
CUST01301,9,74696,28799
CUST01302,11,50049,18293
CUST01303,11,96051,30820
CUST01304,5,43631,13410
CUST01305,11,68871,21698
CUST01306,11,61332,17898
CUST01307,10,75969,21421
CUST01308,15,117320,40346
CUST01309,16,148672,48181
CUST01310,6,19498,5542
CUST01311,10,68281,22162
CUST01312,11,77281,26360
CUST01313,15,152538,48840
CUST01314,7,55281,21152
CUST01315,7,45467,16448
CUST01316,12,111181,37344
CUST01317,15,143342,45947
CUST01318,10,102927,37526
CUST01319,8,78710,30407
CUST01320,5,29999,14147
CUST01321,10,83934,26890
CUST01322,10,93490,32092
CUST01323,6,30785,10805
CUST01324,8,63492,17905
CUST01325,9,51009,15722
CUST01326,8,59643,17971
CUST01327,9,83016,30456
CUST01328,10,68631,25273
CUST01329,6,41752,13777
CUST01330,12,45189,15934
CUST01331,11,116838,39622
CUST01332,9,92454,27318
CUST01333,14,87077,28528
CUST01334,11,94796,39113
CUST01335,8,27832,7788
CUST01336,7,42210,13578
CUST01337,7,43285,12567
CUST01338,8,53008,18638
CUST01339,12,106631,35369
CUST01340,4,25293,7416
CUST01341,9,59915,20461
CUST01342,15,109857,32522
CUST01343,9,52622,20440
CUST01344,9,99274,26021
CUST01345,9,57196,19035
CUST01346,15,108506,31199
CUST01347,2,18430,8968
CUST01348,8,54431,15889
CUST01349,9,82287,29439
CUST01350,5,40297,10684
CUST01351,11,100025,32172
CUST01352,12,71729,19820
CUST01353,8,93455,30346
CUST01354,17,132263,29603
CUST01355,13,94601,27970
CUST01356,8,60158,18216
CUST01357,10,60053,16238
CUST01358,15,99564,31275
CUST01359,9,64458,17128
CUST01360,15,79977,22015
CUST01361,18,130116,42662
CUST01362,10,94732,31756
CUST01363,11,77121,25759
CUST01364,13,90786,24734
CUST01365,9,82959,26660
CUST01366,15,129509,38562
CUST01367,10,111326,30510
CUST01368,7,48912,15066
CUST01369,12,74609,26667
CUST01370,9,75024,20615
CUST01371,8,65180,19550
CUST01372,14,117944,40913
CUST01373,3,13861,4200
CUST01374,5,29686,6114
CUST01375,6,47024,11390
CUST01376,11,94947,34536
CUST01377,9,76649,28639
CUST01378,10,88441,24003
CUST01379,13,53988,15308
CUST01380,8,66952,21016
CUST01381,9,70044,21121
CUST01382,13,79519,24828
CUST01383,15,159092,48789
CUST01384,10,59731,19128
CUST01385,10,109033,30210
CUST01386,7,41484,14160
CUST01387,10,95885,33157
CUST01388,13,106207,29864
CUST01389,11,99390,31808
CUST01390,11,151980,52549
CUST01391,10,95622,33396
CUST01392,11,75666,23845
CUST01393,12,114337,39524
CUST01394,11,123914,38153
CUST01395,15,134680,46847
CUST01396,7,18741,5441
CUST01397,9,106021,33262
CUST01398,14,119576,35936
CUST01399,5,30006,11176
CUST01400,12,89956,24892
CUST01401,9,62352,19507
CUST01402,13,113015,34207
CUST01403,5,27703,6927
CUST01404,17,122260,36903
CUST01405,9,69456,15344
CUST01406,17,179893,64180
CUST01407,5,72645,21082
CUST01408,8,57252,18487
CUST01409,15,148099,42765
CUST01410,14,103013,35471
CUST01411,7,62206,19920
CUST01412,9,67659,21151
CUST01413,9,76318,27910
CUST01414,10,88142,31347
CUST01415,3,23846,9266
CUST01416,9,87553,28697
CUST01417,15,128605,45774
CUST01418,19,203584,66575
CUST01419,12,78013,28183
CUST01420,13,111846,36290
CUST01421,10,69306,21179
CUST01422,9,87166,30715
CUST01423,8,93245,36322
CUST01424,11,105600,37212
CUST01425,6,44752,12164
CUST01426,15,98812,26739
CUST01427,7,96272,37411
CUST01428,8,86186,27355
CUST01429,7,29745,11888
CUST01430,8,59063,17551
CUST01431,6,62756,20998
CUST01432,8,42326,14814
CUST01433,10,66083,25383
CUST01434,5,41551,12466
CUST01435,5,57765,17533
CUST01436,6,51289,16504
CUST01437,14,126666,40298
CUST01438,11,60961,19572
CUST01439,12,140511,42015
CUST01440,11,85240,28864
CUST01441,14,132483,37981
CUST01442,6,23863,7975
CUST01443,7,70201,18160
CUST01444,7,48230,14765
CUST01445,7,101073,39419
CUST01446,12,92170,27803
CUST01447,19,144186,50381
CUST01448,11,40177,14596
CUST01449,6,69824,26286
CUST01450,13,135715,40855
CUST01451,9,88528,29472
CUST01452,10,80489,23131
CUST01453,10,57926,15606
CUST01454,4,43345,13888
CUST01455,9,75380,23866
CUST01456,10,50529,17366
CUST01457,8,29230,9425
CUST01458,5,52596,21136
CUST01459,12,106682,41974
CUST01460,13,103754,40948
CUST01461,9,77107,26318
CUST01462,11,94358,37183
CUST01463,11,67540,23709
CUST01464,10,121267,43943
CUST01465,10,76989,27529
CUST01466,12,99797,30990
CUST01467,11,103599,36334
CUST01468,9,66557,19213
CUST01469,15,81514,27298
CUST01470,8,65603,19658
CUST01471,9,59918,23455
CUST01472,17,159334,58415
CUST01473,8,47442,14171
CUST01474,12,96901,31251
CUST01475,9,100311,31273
CUST01476,7,74901,26239
CUST01477,10,96318,28513
CUST01478,7,30245,8078
CUST01479,9,71028,23466
CUST01480,13,60100,17600
CUST01481,10,72184,24056
CUST01482,9,55686,19340
CUST01483,10,120112,48051
CUST01484,6,37987,11368
CUST01485,7,47647,14124
CUST01486,11,73749,29514
CUST01487,11,85783,23468
CUST01488,9,51758,17009
CUST01489,12,100926,35644
CUST01490,6,44191,15304
CUST01491,7,60518,19689
CUST01492,9,70524,23475
CUST01493,8,38642,13435
CUST01494,8,43592,14225
CUST01495,11,85204,30510
CUST01496,11,105671,35661
CUST01497,7,78404,21810
CUST01498,12,67055,17624
CUST01499,7,83933,27267
CUST01500,10,80646,24196
CUST01501,15,102322,33778
CUST01502,10,121014,37916
CUST01503,13,115861,27517
CUST01504,6,39505,14193
CUST01505,7,71395,24751
CUST01506,13,118469,41721
CUST01507,10,124548,37448
CUST01508,9,79379,26820
CUST01509,10,71077,22153
CUST01510,7,66695,23798
CUST01511,12,90790,39127
CUST01512,7,52453,16543
CUST01513,8,58875,18722
CUST01514,6,30536,9346
CUST01515,9,63662,22754
CUST01516,15,123663,46424
CUST01517,10,79609,28408
CUST01518,13,55053,16149
CUST01519,9,77339,25574
CUST01520,5,37000,15108
CUST01521,3,39554,15251
CUST01522,15,139678,37289
CUST01523,10,56044,18228
CUST01524,13,133387,39311
CUST01525,7,50788,20266
CUST01526,12,84590,24856
CUST01527,15,104053,31001
CUST01528,7,47461,16251
CUST01529,8,70108,25516
CUST01530,14,109458,29689
CUST01531,3,11257,4854
CUST01532,15,101418,36063
CUST01533,12,81711,27478
CUST01534,9,84100,33819
CUST01535,10,75511,24496
CUST01536,14,117946,30474
CUST01537,2,4316,1865
CUST01538,15,122158,42973
CUST01539,11,101117,24508
CUST01540,4,17195,4486
CUST01541,18,162773,48527
CUST01542,8,53570,18498
CUST01543,16,97104,29602
CUST01544,13,102421,32317
CUST01545,7,62956,20104
CUST01546,16,109507,32807
CUST01547,9,67175,18162
CUST01548,14,98740,31366
CUST01549,10,79545,23679
CUST01550,11,74068,22732
CUST01551,9,97012,29346
CUST01552,11,96703,25464
CUST01553,11,88505,33272
CUST01554,15,97603,42990
CUST01555,8,70402,22794
CUST01556,13,153995,43529
CUST01557,10,70118,21791
CUST01558,7,52593,17153
CUST01559,11,98744,35290
CUST01560,10,107452,32917
CUST01561,12,79073,24467
CUST01562,13,87340,27511
CUST01563,8,82979,26696
CUST01564,8,63746,20137
CUST01565,14,112743,30326
CUST01566,13,106762,34114
CUST01567,3,35857,12221
CUST01568,16,118953,36518
CUST01569,9,72473,22086
CUST01570,10,56180,20780
CUST01571,9,81313,22136
CUST01572,13,113696,39314
CUST01573,10,81273,20965
CUST01574,18,141377,50756
CUST01575,11,98414,31932
CUST01576,5,22029,7221
CUST01577,9,64894,22950
CUST01578,10,70409,20375
CUST01579,10,91833,28516
CUST01580,11,94749,34272
CUST01581,5,27317,7954
CUST01582,11,64404,16573
CUST01583,9,70808,15695
CUST01584,7,44614,16667
CUST01585,10,99272,36957
CUST01586,10,65703,20532
CUST01587,16,114428,41124
CUST01588,11,108224,36114
CUST01589,7,45173,12994
CUST01590,10,49154,18721
CUST01591,6,58356,20968
CUST01592,14,119891,39677
CUST01593,5,11680,4739
CUST01594,9,126173,32575
CUST01595,8,81586,25671
CUST01596,8,42964,11823
CUST01597,14,106315,37154
CUST01598,9,46698,16240
CUST01599,9,62878,17278
CUST01600,5,19042,6477
CUST01601,8,30435,8033
CUST01602,15,126606,38126
CUST01603,11,93733,30445
CUST01604,7,49628,16113
CUST01605,13,126159,40644
CUST01606,16,142986,42948
CUST01607,6,39118,10839
CUST01608,13,97584,28211
CUST01609,8,54454,12912
CUST01610,6,29233,10532
CUST01611,13,125941,39407
CUST01612,6,32385,7934
CUST01613,9,49162,18607
CUST01614,13,111031,38517
CUST01615,6,43361,14092
CUST01616,12,62528,18985
CUST01617,9,97985,31035
CUST01618,12,49687,18030
CUST01619,6,28604,9313
CUST01620,12,116089,43258
CUST01621,19,142870,45086
CUST01622,10,74984,20911
CUST01623,12,81115,27953
CUST01624,13,81194,25429
CUST01625,11,77784,27899
CUST01626,13,89717,27368
CUST01627,6,35908,8732
CUST01628,13,107906,35180
CUST01629,8,88628,24801
CUST01630,15,123731,34077
CUST01631,10,70127,21618
CUST01632,10,63906,24545
CUST01633,7,61712,21671
CUST01634,8,73813,23808
CUST01635,11,76740,29147
CUST01636,10,103800,28528
CUST01637,12,86241,29522
CUST01638,13,121493,38067
CUST01639,6,35052,8875
CUST01640,12,89929,25211
CUST01641,6,29759,11523
CUST01642,6,45642,15481
CUST01643,9,67731,25262
CUST01644,9,91440,23752
CUST01645,8,37759,11589
CUST01646,11,63766,19151
CUST01647,13,167452,56147
CUST01648,9,57373,18607
CUST01649,12,118316,36953
CUST01650,7,53637,16225
CUST01651,7,55580,19881
CUST01652,5,53336,14491
CUST01653,11,87566,27620
CUST01654,7,62807,22548
CUST01655,18,149782,47011
CUST01656,5,32452,10267
CUST01657,15,86795,28321
CUST01658,9,83781,26837
CUST01659,12,62293,21156
CUST01660,6,28866,9685
CUST01661,13,112154,33275
CUST01662,6,23254,5802
CUST01663,6,53256,15399
CUST01664,13,101916,35057
CUST01665,6,44475,11585
CUST01666,15,112279,37943
CUST01667,13,86515,31472
CUST01668,11,60447,14979
CUST01669,5,27102,8386
CUST01670,5,31516,13173
CUST01671,7,49271,12724
CUST01672,10,91076,28829
CUST01673,12,136513,49336
CUST01674,10,78372,24217
CUST01675,13,88261,31487
CUST01676,15,130030,38346
CUST01677,10,63916,15533
CUST01678,9,38761,9449
CUST01679,12,75464,26557
CUST01680,7,57579,19517
CUST01681,11,85774,26495
CUST01682,9,53177,15414
CUST01683,10,93150,30461
CUST01684,6,33876,8609
CUST01685,10,48550,14667
CUST01686,13,82178,28054
CUST01687,11,113780,38121
CUST01688,11,62660,22909
CUST01689,14,145338,46770
CUST01690,11,57571,15351
CUST01691,10,100906,29025
CUST01692,11,79996,25807
CUST01693,6,35330,11728
CUST01694,18,138106,37227
CUST01695,7,45197,19337
CUST01696,6,47684,15984
CUST01697,10,77988,28308
CUST01698,6,16460,6525
CUST01699,12,79338,23914
CUST01700,14,93708,34315
CUST01701,7,91475,33437
CUST01702,10,60509,18882
CUST01703,17,171213,54383
CUST01704,8,47086,15557
CUST01705,7,52011,22193
CUST01706,7,60475,22109
CUST01707,9,39817,14800
CUST01708,11,80617,26771
CUST01709,10,90570,25481
CUST01710,13,91757,25127
CUST01711,1,7792,2404
CUST01712,13,109735,37274
CUST01713,11,98229,27844
CUST01714,12,105453,38092
CUST01715,14,88188,29551
CUST01716,11,84204,26501
CUST01717,15,126215,40818
CUST01718,13,102919,32506
CUST01719,10,86852,34374
CUST01720,13,135588,44893
CUST01721,10,57099,17410
CUST01722,13,71967,22852
CUST01723,12,109610,31946
CUST01724,6,51131,16090
CUST01725,17,123011,39453
CUST01726,20,165857,51257
CUST01727,6,33331,9898
CUST01728,7,60443,18685
CUST01729,9,60982,25147
CUST01730,9,70471,22463
CUST01731,12,112212,30225
CUST01732,9,46806,15295
CUST01733,10,69766,23405
CUST01734,11,65213,23046
CUST01735,11,54057,14641
CUST01736,7,47405,13443
CUST01737,5,37174,13879
CUST01738,13,101731,28275
CUST01739,6,38131,15025
CUST01740,7,41256,14883
CUST01741,5,43076,14479
CUST01742,11,94124,24247
CUST01743,7,72503,21886
CUST01744,6,56065,15787
CUST01745,7,42917,12523
CUST01746,7,57096,17351
CUST01747,11,75728,19822
CUST01748,9,83966,26926
CUST01749,10,84414,26283
CUST01750,13,100216,34588
CUST01751,14,76264,22406
CUST01752,11,82726,26276
CUST01753,15,95267,29263
CUST01754,17,118954,40460
CUST01755,6,33704,12804
CUST01756,10,73592,22335
CUST01757,10,78332,24264
CUST01758,17,119752,37948
CUST01759,7,79409,26590
CUST01760,13,85540,21929
CUST01761,7,44792,15753
CUST01762,11,86494,31101
CUST01763,6,47876,15917
CUST01764,6,51889,16626
CUST01765,8,35287,10604
CUST01766,6,39900,12725
CUST01767,9,70986,24637
CUST01768,13,94193,29756
CUST01769,8,74965,23860
CUST01770,8,63676,19848
CUST01771,7,46114,15868
CUST01772,11,78068,23432
CUST01773,12,88882,26695
CUST01774,16,109149,37702
CUST01775,10,83714,24891
CUST01776,9,74494,26526
CUST01777,13,162691,55820
CUST01778,16,109004,33966
CUST01779,13,101289,33025
CUST01780,12,49476,12327
CUST01781,10,115597,36045
CUST01782,13,129454,48809
CUST01783,10,107892,31798
CUST01784,13,140584,53631
CUST01785,5,52733,11310
CUST01786,11,121694,33222
CUST01787,7,38605,11677
CUST01788,17,142614,48689
CUST01789,9,48987,13865
CUST01790,11,51625,16339
CUST01791,11,87256,29635
CUST01792,5,32809,10055
CUST01793,8,58056,18309
CUST01794,7,15329,5559
CUST01795,9,100942,33800
CUST01796,5,24965,9734
CUST01797,9,70499,18071
CUST01798,14,104030,31360
CUST01799,10,89452,25425
CUST01800,11,49791,15331
CUST01801,12,133807,40096
CUST01802,8,58582,16520
CUST01803,8,36868,11576
CUST01804,10,57567,19457
CUST01805,10,77300,29833
CUST01806,5,33191,10684
CUST01807,13,96023,31693
CUST01808,6,82901,22430
CUST01809,8,60340,19650
CUST01810,10,78832,26624
CUST01811,10,72415,22954
CUST01812,8,87643,26474
CUST01813,8,97221,29839
CUST01814,12,85518,27368
CUST01815,11,105929,33837
CUST01816,5,27738,9940
CUST01817,6,72697,20689
CUST01818,12,133340,49173
CUST01819,7,61095,19182
CUST01820,14,87190,27619
CUST01821,9,79128,23991
CUST01822,11,93616,32934
CUST01823,8,34601,8872
CUST01824,20,108068,32667
CUST01825,8,58547,16583
CUST01826,9,57989,19428
CUST01827,12,115637,40324
CUST01828,13,88306,27573
CUST01829,10,69916,22577
CUST01830,4,42797,12587
CUST01831,11,113523,30807
CUST01832,13,79866,25128
CUST01833,10,43817,13747
CUST01834,12,64313,21156
CUST01835,6,25252,7424
CUST01836,11,81994,29115
CUST01837,10,79759,24320
CUST01838,6,52392,20207
CUST01839,10,61713,20723
CUST01840,12,85417,29339
CUST01841,13,106677,34143
CUST01842,15,112091,34172
CUST01843,11,72400,21793
CUST01844,8,73824,27023
CUST01845,13,119906,35139
CUST01846,10,61581,23038
CUST01847,10,96051,26927
CUST01848,11,81919,25999
CUST01849,13,103216,30847
CUST01850,11,86179,30671
CUST01851,9,63404,20978
CUST01852,10,67726,22311
CUST01853,11,58222,21570
CUST01854,6,29661,9163
CUST01855,17,124902,42032
CUST01856,15,97745,29462
CUST01857,8,41763,16818
CUST01858,12,98341,28257
CUST01859,12,113837,32286
CUST01860,8,76223,22443
CUST01861,9,76477,26829
CUST01862,11,98243,37110
CUST01863,6,47862,11930
CUST01864,12,83033,25078
CUST01865,7,60631,18783
CUST01866,14,90559,30278
CUST01867,7,64245,16914
CUST01868,10,74949,26519
CUST01869,11,85300,27857
CUST01870,10,90588,28688
CUST01871,8,58240,20261
CUST01872,7,58909,20054
CUST01873,10,90120,26097
CUST01874,9,54820,15269
CUST01875,8,83090,27261
CUST01876,13,102256,36503
CUST01877,14,102999,35624
CUST01878,12,77311,25767
CUST01879,13,80225,32638
CUST01880,9,96219,30925
CUST01881,5,52260,18965
CUST01882,13,77779,24381
CUST01883,7,67459,21014
CUST01884,10,70576,25293
CUST01885,15,113066,39273
CUST01886,11,80183,24112
CUST01887,13,104131,31029
CUST01888,11,108738,39470
CUST01889,9,39255,11451
CUST01890,8,64126,22144
CUST01891,15,151299,46173
CUST01892,8,83521,27620
CUST01893,13,60931,20625
CUST01894,13,82747,27953
CUST01895,12,101241,32832
CUST01896,11,55786,17439
CUST01897,15,160765,54879
CUST01898,8,57022,19139
CUST01899,8,66604,22880
CUST01900,7,36994,9527
CUST01901,6,45330,11831
CUST01902,8,79017,30076
CUST01903,9,116322,34993
CUST01904,15,101974,30197
CUST01905,12,136167,46993
CUST01906,9,101090,40093
CUST01907,9,63332,23423
CUST01908,14,140238,40158
CUST01909,12,96569,28335
CUST01910,10,75392,25656
CUST01911,13,101672,32086
CUST01912,6,40837,11709
CUST01913,9,77264,23355
CUST01914,11,82878,23864
CUST01915,13,82835,26990
CUST01916,9,38931,12607
CUST01917,7,50025,17910
CUST01918,11,95809,33580
CUST01919,14,113824,37259
CUST01920,8,99876,38090
CUST01921,12,57391,17467
CUST01922,5,17892,5970
CUST01923,14,96746,33169
CUST01924,5,18412,6913
CUST01925,11,83335,24590
CUST01926,14,108350,29564
CUST01927,9,83727,20939
CUST01928,8,59126,17309
CUST01929,9,65416,20765
CUST01930,10,87538,25079
CUST01931,11,67431,19539
CUST01932,12,137687,47139
CUST01933,11,120729,43937
CUST01934,8,77025,28437
CUST01935,9,113303,37131
CUST01936,8,57266,20296
CUST01937,7,71918,24107
CUST01938,9,75929,23663
CUST01939,10,75219,24084
CUST01940,12,95653,32908
CUST01941,6,46770,14974
CUST01942,6,40198,18214
CUST01943,9,68407,21400
CUST01944,13,122531,39050
CUST01945,15,126872,43626
CUST01946,10,100064,38008
CUST01947,13,70991,25523
CUST01948,10,81964,30137
CUST01949,12,81577,22395
CUST01950,9,79054,26508
CUST01951,7,75507,22043
CUST01952,9,116444,40434
CUST01953,9,72751,26686
CUST01954,10,93263,29585
CUST01955,7,79603,22507
CUST01956,12,72089,24660
CUST01957,10,75672,22742
CUST01958,9,69335,19983
CUST01959,12,65153,20252
CUST01960,10,91479,27701
CUST01961,14,66594,21944
CUST01962,12,83077,23345
CUST01963,6,37455,11324
CUST01964,12,104537,31117
CUST01965,8,53534,15917
CUST01966,7,43462,17447
CUST01967,8,40716,13032
CUST01968,14,93377,27330
CUST01969,14,71942,19841
CUST01970,11,72165,20006
CUST01971,9,61056,18150
CUST01972,11,71024,22689
CUST01973,9,103358,35576
CUST01974,14,112308,29799
CUST01975,8,54723,17333
CUST01976,9,60286,21817
CUST01977,11,74784,22263
CUST01978,17,111259,42566
CUST01979,6,28874,9817
CUST01980,12,53244,15796
CUST01981,6,39789,13388
CUST01982,7,69496,23667
CUST01983,13,73585,23209
CUST01984,7,48933,20659
CUST01985,13,103105,29779
CUST01986,8,75538,27429
CUST01987,17,127598,37333
CUST01988,12,107875,32676
CUST01989,10,73977,25260
CUST01990,11,77406,25082
CUST01991,7,64897,19908
CUST01992,10,81757,26670
CUST01993,14,118735,39136
CUST01994,9,44225,12109
CUST01995,9,42977,13637
